Open Time,Open,Close,High,Low
2024-05-28 21:00:00,68325.86000000,68300.00000000,68344.66000000,68257.81000000
2024-05-28 21:15:00,68300.01000000,68403.99000000,68550.00000000,68300.00000000
2024-05-28 21:30:00,68404.00000000,68390.01000000,68499.00000000,68390.00000000
2024-05-28 21:45:00,68390.01000000,68401.47000000,68460.00000000,68381.33000000
2024-05-28 22:00:00,68401.47000000,68572.53000000,68650.00000000,68383.77000000
2024-05-28 22:15:00,68572.52000000,68611.18000000,68661.28000000,68532.00000000
2024-05-28 22:30:00,68611.19000000,68554.40000000,68626.43000000,68480.00000000
2024-05-28 22:45:00,68554.39000000,68615.40000000,68633.88000000,68540.00000000
2024-05-28 23:00:00,68615.39000000,68413.42000000,68620.92000000,68374.44000000
2024-05-28 23:15:00,68413.42000000,68480.00000000,68480.00000000,68384.00000000
2024-05-28 23:30:00,68480.00000000,68444.92000000,68492.07000000,68414.20000000
2024-05-28 23:45:00,68444.92000000,68398.39000000,68457.02000000,68346.78000000
2024-05-29 00:00:00,68398.40000000,68373.99000000,68435.16000000,68266.04000000
2024-05-29 00:15:00,68374.00000000,68389.99000000,68451.58000000,68354.00000000
2024-05-29 00:30:00,68389.99000000,68549.99000000,68605.10000000,68389.70000000
2024-05-29 00:45:00,68549.99000000,68496.00000000,68573.95000000,68457.99000000
2024-05-29 01:00:00,68495.99000000,68440.00000000,68599.80000000,68440.00000000
2024-05-29 01:15:00,68440.01000000,68461.47000000,68480.00000000,68310.00000000
2024-05-29 01:30:00,68461.47000000,68671.97000000,68684.48000000,68416.00000000
2024-05-29 01:45:00,68671.97000000,68570.00000000,68707.58000000,68552.01000000
2024-05-29 02:00:00,68570.00000000,68520.01000000,68626.98000000,68454.97000000
2024-05-29 02:15:00,68520.00000000,68913.90000000,68923.00000000,68495.66000000
2024-05-29 02:30:00,68913.89000000,68628.00000000,68919.99000000,68605.34000000
2024-05-29 02:45:00,68627.99000000,68684.60000000,68766.79000000,68604.00000000
2024-05-29 03:00:00,68684.60000000,68813.99000000,68814.00000000,68681.38000000
2024-05-29 03:15:00,68813.99000000,68763.94000000,68884.82000000,68734.49000000
2024-05-29 03:30:00,68763.94000000,68854.67000000,68860.00000000,68741.23000000
2024-05-29 03:45:00,68854.67000000,68829.42000000,68870.63000000,68750.79000000
2024-05-29 04:00:00,68829.41000000,68824.01000000,68838.80000000,68760.22000000
2024-05-29 04:15:00,68824.00000000,68909.00000000,68935.68000000,68784.00000000
2024-05-29 04:30:00,68909.01000000,68882.08000000,68909.99000000,68844.89000000
2024-05-29 04:45:00,68882.07000000,68843.53000000,68908.60000000,68760.00000000
2024-05-29 05:00:00,68843.53000000,68595.80000000,68843.53000000,68572.66000000
2024-05-29 05:15:00,68595.80000000,68710.00000000,68729.99000000,68595.79000000
2024-05-29 05:30:00,68709.99000000,68741.35000000,68757.78000000,68674.20000000
